"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"H1",5048,679228,0.00743196688004617,0.4,"HA"
0.075,"H1",3016,40782,0.0739541954783973,0.4,"HA"
0.125,"H1",2548,20263,0.1257464343878,0.4,"HA"
0.175,"H1",2041,11753,0.173657789500553,0.4,"HA"
0.225,"H1",1709,7572,0.225699947173798,0.4,"HA"
0.275,"H1",1526,5602,0.272402713316673,0.4,"HA"
0.325,"H1",1575,4762,0.330743385132297,0.4,"HA"
0.375,"H1",1560,4035,0.386617100371747,0.4,"HA"
0.425,"H1",1546,3703,0.417499324871726,0.4,"HA"
0.475,"H1",1457,3208,0.454177057356608,0.4,"HA"
0.525,"H1",1427,2901,0.49189934505343,0.4,"HA"
0.575,"H1",1396,2495,0.559519038076152,0.4,"HA"
0.625,"H1",1535,2501,0.61375449820072,0.4,"HA"
0.675,"H1",1756,2616,0.671253822629969,0.4,"HA"
0.725,"H1",2134,2978,0.716588314304903,0.4,"HA"
0.775,"H1",3050,3926,0.776872134488028,0.4,"HA"
0.825,"H1",4928,5981,0.823942484534359,0.4,"HA"
0.875,"H1",7735,8868,0.872237257555255,0.4,"HA"
0.925,"H1",9408,10176,0.924528301886792,0.4,"HA"
0.975,"H1",54475,55087,0.988890300796921,0.4,"HA"
0.025,"H3",5696,531973,0.0107073103334192,0.4,"HA"
0.075,"H3",3153,36844,0.0855770274671588,0.4,"HA"
0.125,"H3",2286,17185,0.133022985161478,0.4,"HA"
0.175,"H3",1722,9496,0.18133951137321,0.4,"HA"
0.225,"H3",1413,6272,0.225286989795918,0.4,"HA"
0.275,"H3",1324,4921,0.269051005893111,0.4,"HA"
0.325,"H3",1499,4528,0.331051236749117,0.4,"HA"
0.375,"H3",1441,4012,0.359172482552343,0.4,"HA"
0.425,"H3",1385,3459,0.400404741254698,0.4,"HA"
0.475,"H3",1303,3120,0.417628205128205,0.4,"HA"
0.525,"H3",1298,2712,0.478613569321534,0.4,"HA"
0.575,"H3",1175,2327,0.504941985388913,0.4,"HA"
0.625,"H3",1148,2021,0.568035625927759,0.4,"HA"
0.675,"H3",1392,2202,0.632152588555858,0.4,"HA"
0.725,"H3",1734,2575,0.673398058252427,0.4,"HA"
0.775,"H3",2285,3196,0.714956195244055,0.4,"HA"
0.825,"H3",3320,4265,0.778429073856975,0.4,"HA"
0.875,"H3",6047,7228,0.836607636967349,0.4,"HA"
0.925,"H3",11129,12504,0.890035188739603,0.4,"HA"
0.975,"H3",58957,59956,0.983337781039429,0.4,"HA"
0.025,"best",5890,502970,0.0117104399864803,0.4,"HA"
0.075,"best",2841,39799,0.0713837031081183,0.4,"HA"
0.125,"best",2238,19673,0.113759975601078,0.4,"HA"
0.175,"best",1912,11642,0.164232949665006,0.4,"HA"
0.225,"best",1723,8010,0.215106117353308,0.4,"HA"
0.275,"best",1675,6122,0.273603397582489,0.4,"HA"
0.325,"best",1450,4816,0.301079734219269,0.4,"HA"
0.375,"best",1430,4004,0.357142857142857,0.4,"HA"
0.425,"best",1372,3374,0.406639004149378,0.4,"HA"
0.475,"best",1355,2995,0.452420701168614,0.4,"HA"
0.525,"best",1441,2833,0.508648076244264,0.4,"HA"
0.575,"best",1500,2693,0.556999628666914,0.4,"HA"
0.625,"best",1512,2480,0.609677419354839,0.4,"HA"
0.675,"best",1625,2505,0.648702594810379,0.4,"HA"
0.725,"best",2042,2843,0.718255364052058,0.4,"HA"
0.775,"best",2307,3103,0.743474057363841,0.4,"HA"
0.825,"best",3568,4422,0.806874717322479,0.4,"HA"
0.875,"best",5778,6780,0.852212389380531,0.4,"HA"
0.925,"best",9977,11165,0.893596059113301,0.4,"HA"
0.975,"best",57884,58932,0.982216792235118,0.4,"HA"
0.025,"poisson",8787,673117,0.0130541941445544,0.4,"HA"
0.075,"poisson",1941,14101,0.137649812070066,0.4,"HA"
0.125,"poisson",1180,13798,0.0855196405276127,0.4,"HA"
0.175,"poisson",94,548,0.171532846715328,0.4,"HA"
0.225,"poisson",1561,5736,0.272140864714086,0.4,"HA"
0.275,"poisson",4324,15292,0.28276222861627,0.4,"HA"
0.325,"poisson",3068,11048,0.277697320782042,0.4,"HA"
0.375,"poisson",1228,4527,0.27126132096311,0.4,"HA"
0.425,"poisson",531,1369,0.387874360847334,0.4,"HA"
0.475,"poisson",418,928,0.450431034482759,0.4,"HA"
0.525,"poisson",452,972,0.465020576131687,0.4,"HA"
0.575,"poisson",229,503,0.455268389662028,0.4,"HA"
0.625,"poisson",79,159,0.49685534591195,0.4,"HA"
0.675,"poisson",7,22,0.318181818181818,0.4,"HA"
0.725,"poisson",26,44,0.590909090909091,0.4,"HA"
0.775,"poisson",160,237,0.675105485232067,0.4,"HA"
0.825,"poisson",1734,2670,0.649438202247191,0.4,"HA"
0.875,"poisson",4332,6879,0.62974269515918,0.4,"HA"
0.925,"poisson",1247,1741,0.716255025847214,0.4,"HA"
0.975,"poisson",77023,81081,0.949951283284617,0.4,"HA"
